Cluster,Data Points
596,"farhan, farhan, farhan apartments, farhan apartments"
597,"mawasim, mawasim, mawasim, mawasim suites"
598,"marbia nights apartments, marbia"
599,"vision 2, vision apartments, vision, golden vision"
600,"mohammed  jardan, jardan 2, mohammed  jardan furnished apartments 2"
601,"kitzal hotel suites, kitzal"
602,"qibla, ramada  qibla"
603,"marjana, marjana furnished units, marjana apartments"
604,"sittin, qasr  sittin, sittin pace"
605,"asmaa apartments, asmaa  safa"
606,"diar  nur, nur"
607,"hi house, hi hotel & apartments"
608,"kenz  saad apartments, kenz"
609,"zawar  haramain athnan, zawar  haramain"
610,"five seasons apartments, five seasons villas, five seasons resort, five seasons hotel apartments"
611,"dahab royal, dahab"
612,"dar hashim, hashim house"
613,"kara hotel management, kara"
614,"qasr  mahaba, qasr  mahaba  oula"
615,"marwaj, marwaj garden"
616,"rose abha apartments, rose abha, rose abha hotel, rose abha furnished apartments"
617,"jumeirah, jumeirah beach"
618,"mak  safwa, mak  safwa"
619,"riyan resort apartments, riyan"
620,"beit  masrah, beit  masrah hospitity company"
621,"qasr  abrar, abrar pace, abrar"
622,"rawda furnished units, rawda furnished apartments"
623,"radisson blu riyadh, radisson blu riyadh qurtubah"
624,"paradise inn jeddah, paradise inn makkah"
625,"villa  qusaybi, qusaybi hotel"
626,"dar lumar, lumar apartments"
627,"fareed, rukn  fareed"
628,"four seasons hotel suites, four seasons hotel, four seasons, four seasons apartments, four seasons suites, four seasons"
629,"intercontinental riyadh, intercontinental riyadh"
630,"sama park, sama park hotel suites"
631,"waseen suites, waseen palace"
632,"hada suites  hotel, durrat hada suites"
633,"huda, dar  huda, huda"
634,"amoria furnished units, amoria"
635,"farah international furnished units, farah furnished units"
636,"tamyoz, tamyoz aparthotel 2"
637,"bzul furnished units, bzul"
638,"ibris tower, ibris hotel"
639,"lamarr ajyad, lamarr"
640,"salam, salam jazan"
641,"ahdaa, ahdaa  asil"
642,"durrat  ahbab, ahbab"
643,"hayah, hayah plaza"
644,"azar, azar hayat apartments"
645,"golden dunes hotel & suites, dunes, golden dunes"
646,"fao hotel, fao plaza"
647,"hibatullah, mercure hibatullah"
648,"wafod, wafod  khair"
649,"sevilla suites, sevilla, sevilla furnished apartments"
650,"semac apartment hotel, semac"
651,"nakhla, nakhla view"
652,"maha, maha, maha inn"
653,"horizon star, horizon apartments"
654,"asoul, asoul apartments, asoul suites, asoul 6, asoul"
655,"jawhara damac tower, damac tower apartment, damac tower, damac tower riyadh"
656,"tala inn, tala, tala suites, tala hotel"
657,"shati, shati pace"
658,"qasr  bronze, bronze, bronze palace, bronze suites"
659,"hdb financial district, hdb financial center"
660,"liwan apartments, liwan gulf"
661,"khayal apartments, khayal hotel apartments, khayal, dar khayal"
662,"qasr rizq, rizq palace"
663,"dan, golden dan, dan hotel"
664,"ghazal, ghazal villas chalets"
665,"yasmeen, abir  yasmeen"
666,"luxury three bedroom apartment, three bedroom suites"
667,"marfa, durrat  marfa apartments, marfa'a"
668,"casablanca grand hotel, casablanca, casablanca hotel"
669,"orange resort, orange apartment"
670,"bayan, durrat  bayan, bayan"
671,"dar  bandakia, bandakia residences"
672,"masakin  maamora, maamora apartments"
673,"fawzan furnished apartments, abdullah  fawzan"
674,"niyara  khobar, dar niyara"
675,"louvre hotels, louvre palace 2"
676,"fah units, fah inn, fah"
677,"havana resort, havana chalets"
678,"ladan apartment, ladan hotel suites"
679,"carawan hotel, carawan  fahad"
680,"luxury apartments  daily  monthly rent, furnished apartments  daily rent"
681,"qasr  jawza, jawza pace"
682,"mursal suites, mursal village"
683,"qasr  ward apartments, ward hotel apartments"
684,"rabia  hijaz hotel management agency, rabia  hijaz hotel management establishment"
685,"taibah  diyafa, taibah"
686,"swiss international royal riyadh, swiss international royal, swiss international royal makkah hotel, swiss international"
687,"towlan, towlan hotel suites 1"
688,"khatem  khatem hotels  commerci touristic resorts, khatem  khatem hotels  touristic products limited company"
689,"aqua land chalet, aqua park chalet"
690,"fursan, fursan, dar  fursan"
691,"qasr  thuraya, thuraya, thuraya, thuraya"
692,"mafaza qassim, mafaza  qassim, mafaza  qassim"
693,"boud pace, boud residence"
694,"manazel  rah, rah, rah"
695,"lavina house, lavina apartments, lavina, dar lavina"
696,"jood apartments, qasr  jood, dar  jood, jood"
697,"ayar hotel apartments, dar ayar apartments"
698,"mukhtaroon  aww, mukhtaroon"
699,"akama resort, akama furnished apartments"
700,"badeel, badeel  aww"
701,"dar  nakhba, nakhba house"
702,"gras  mutahida, gras"
703,"boudl  masif, masif"
704,"i abdullah  muhaideb, muhaideb, muhaideb"
705,"mandarin plaza, mandarin"
706,"sham region hotel, sham region establishment, sham region hotel, sham region hotel 1, sham region hotel 2"
707,"miar tower, miar"
708,"park inn, park inn  khobar"
709,"bir charity association, charity association units"
710,"durr rama trading establishment, durr rama"
711,"dar  naeem, naeem resort, naeem"
712,"jawhara serviced apartments, jawhara  sara serviced apartments"
713,"musbah  mumayyaz, musbah"
714,"laquna resorts, laquna apartments"
715,"warda  mazn, mazn"
716,"mela suites, mela, hotel mela"
717,"hayat nomas jazan, hayat nomas"
718,"fawziyya abdul karim fardan amir ali, fawziya abdul karim fardan amir ali"
719,"qasr  awn, awn pace"
720,"naderin, naderin apartments, sama naderin"
721,"zaf furnished apartments, zaf furnished units"
722,"shahbaa rose, shahbaa, shahbaa"
723,"sarawat, sarawat park, sarawat"
724,"masa ritaj, ritaj"
725,"madinah apartments, madinah, madinah"
726,"radisson, radisson hotel & apartments"
727,"aram hotel, aram apartments, aram, aram hotel apartments"
728,"bayat suites, bayat hotel, bayat"
729,"shorouq  wahat residenti units limited, shorouq  wahat"
730,"saraya  joud, saraya  joud furnished units"
731,"nawah, nujoom nawah apartments"
732,"ehdaa  wasam, ehdaa"
733,"rahab  janadriya, janadriya suites"
734,"dhouk  khay, dhouk  khay hotel management, dhouk  khay apartments"
735,"bedaa suites   bukhari, bedaa suites"
736,"anwar resort, anwar"
737,"holiday palace, holiday palace hotel, holiday palace makkah"
738,"dior inn, dior resort"
739,"samaw hotel suites, qasr samaw"
740,"rawdat  beit, rawdat  t"
741,"taiba suites, taiba, taiba 2, taiba apartments"
742,"durr musk, durr musk furnished residential units"
743,"joud hospitality, joud hospitality company"
744,"lammar, lammar golden hotel"
745,"fais residences, fais, fais hotel"
746,"wathir, hayat wathir, wathir, wathir tower, wathir apartments"
747,"sheraton riyadh hotel & towers, riyadh sheraton, sheraton riyadh"
748,"maad, royal maad, royal maad hotel"
749,"views, salam views apartments"
750,"one to one grand marbella, one to one, one to one  yasmin hotel, one to one"
751,"hayat house jeddah sari street, hyatt house jeddah sari street"
752,"taj beach apartments, taj beach"
753,"weekend, weekend hotels, weekend 3"
754,"zumurrud, zumurrud residences, zumurrud apartments"
755,"durrat  romansiah 1, romansiah, durrat  romansiah"
756,"las salinas villas, las salinas, las salinas resort  chalets"
757,"emaar  manar hotel, emaar  manar"
758,"jazira, jazira inn apartments, jazira"
759,"ammar, ammar suites, ammar residential apartments"
760,"ikhwah tabarak, ikhwah"
761,"dhahabiya, burj  dhahabiya"
762,"yahalla hotel units 2, yahalla, yahalla hotel units 1"
763,"warafa apartments, layali warafa apartments"
764,"aris, aris  madinah"
765,"shuail inn, shuail plaza"
766,"ascott corniche, ascott corniche jeddah, ascott corniche  khobar"
767,"maysan, maysan suites, maysan park"
768,"rafi'ah furnished residenti units, rafi'ah"
769,"faris, faris, faris tower, faris suites"
770,"orchid luxury hotel apartments  rooms, orchid luxury hotel"
771,"hayat regency, regency apartments"
772,"olayan diamond hotel, olayan diamond  maabada hotel"
773,"diar  sam, diar  sam  fadhi"
774,"jwan golden first, golden jwan"
775,"dabab hotel  resort, dabab hotel, dabab, dabab, dabab hotel"
776,"qamar  wasim, wasim"
777,"emaar andalusia, andalusia"
778,"residence inn  marriott dammam, residence inn  marriott jazan, residence inn marriott"
779,"fadel, ben fadel"
780,"fiori resort, fiori hotel  suites, fiori"
781,"andus pace 2, andus pace 1, andus pace, andus pace golden, andus pace"
782,"montana, montana apartment, montana hotel"
783,"fah ar raqi, fah  raqi"
784,"sama  rafa 2, sama  rafa residenti units"
785,"kadi hotel, kadi apartments, kadi 3, kadi apartments, kadi, kadi"
786,"rimas furnished units, rimas land furnished residential units, rimas furnished residential units"
787,"sadeem  fajr, sadeem  fajr trading company"
788,"rawad rafa, rawad rafa enterprises"
789,"ramses palace hotel units, ramses palace aparthotel"
790,"jawhara tima, jawhara tima residential units, jawhara tima apartments"
791,"at, at  sharq"
792,"reef  maz internation, reef  maz"
793,"asat  hamra, asat  hamra"
794,"aman hotel suites, aman hotel suites company, aman hotel"
795,"nakhil, nakhil units, nakhil"
796,"qasr  rawwah, rawwah pace"
797,"jeddah eyes, jeddah eyes furnished residential units"
798,"ascott raffles  olaya riyadh, ascott raffles, ascott raffles  olaya"
799,"taiba  madinah hotel, taiba  madinah, taiba  madinah hotel company, taiba madinah"
800,"villa mehad, mehad chalets, mehad"
801,"bana bana, bana  gharbiyah"
802,"revan apartment, revan palace, revan"
803,"brand hotels, brand hotel, brand"
804,"silver star hotel, silver two star hotel"
805,"joud hotel apartments, joud, joud, joud suites, joud apartments"
806,"reina palace, reina apartments, reina apartments riyadh"
807,"best western plus  qurayyat city center, best western plus  qurayat city center, best western plus tabuk city center"
808,"eairy apartment tabuk 5, eairy furnished apartment"
809,"viola inn, viola, viola hotel"
810,"qasr  mulqa apartments, taj  mulqa apartments"
811,"khuzama suites, khuzama, khuzama apartments, khuzama furnished apartments"
812,"durrat  sakan apartments, sakan 2, durrat  sakan"
813,"rihana suites, rihana abha"
814,"real estate office, royal tarif real estate office"
815,"qasr  bad, bad hotel"
816,refa reea bakhsh
817,"manazel  karam, manazel karam furnished apartments"
818,"ahlin suites 1, ahlin suites 2, ahlin apartments, ahlin suites 5, ahlin suites 4"
819,"rove  madinah hotel, rove jeddah hotel"
820,"best western plus buraidah, best western plus, best western plus fursan"
821,"waldorf astoria jeddah   palace   east, waldorf astoria"
822,"island, island khobar"
823,"nafa apartments, nafa, nafa palace"
824,"lili hotel apartments, grand lili hotel apartments, lili"
825,"marwah villas, marwah"
826,"naviti  warwick, naviti warwick dammam, naviti warwick"
827,"golden lists furnished residential units, golden lists"
828,"abha, abha, abha hotel, abha"
829,"sakaka, jewel sakaka"
830,"fajr  badee 2, fajr  badee hotel, fajr  badee hotel, fajr  badee, fajr  badee, fajr  badee 6, fajr  badee"
831,"dama, dama hotel, qasr dama, dama palace, dama"
832,"middle east suites, middle east, middle east pearl, middle east furnished apartments"
833,"dhat masa resort, dhat masa"
834,"makkah  aziziah, aziziah, aziziah hotel"
835,"silk apartments, silk"
836,"le méridien riyadh, le méridien, le méridien makkah, le méridien towers"
837,"layi  zulfi, zulfi"
838,"royal majestic, majestic, majestic park"
839,"dar bab  sam aparthotel, sam dar bab"
840,"taj  raqi hotel services, taj  raqi"
841,"vitoria palace riyadh, vitoria 1"
842,"sea view apartment in king abdullah economic city, furnished apartment in king abdullah economic city"
843,"bariq apartments, furnished apartments bariq"
844,"city hotel, golden city hotel"
845,"unique farm cottage, farm cottage"
846,"golden crystal, crystal villa, crystal"
847,"ward resort, bayt  ward resort"
848,"half moon chalets, half moon resort, half moon apartment hotel"
849,"adim  yarmouk apartments, adim apartments"
850,"badr international development  investment limited, bader international development  investment limited"
851,"taybah, durrat taybah"
852,"manazeli, manazeli makkah"
853,"ewan, ewan furnished apartments, ewan hotel apartments"
854,"amalia furnished residential units, amalia residential units"
855,"bayt  sharq, bayt  sharq serviced apartments, bayt  sharq apartments"
856,"zahra dabaa, zahra dabaa tourism accommodation"
857,"doha palace, doha"
858,"sama rania establishment  furnished apartments, sama rania"
859,"dana  nakhil chet, dana  nakhil"
860,"marina 1 apartment, marina apartment, marina furnished apartment"
861,"city zone  am, city zone"
862,"sama  raqia, raqia"
863,"boudl trading company, boudl company"
864,"grand hayat  khobar, grand hayat, hayat grand"
865,"tolan serviced apartments, tolan furnished apartments"
866,"via, via serviced apartments, via furnished hotel apartments"
867,"dar  bayda, dar  bayda hotel, dar  bayda"
868,"farah  amiyah furnished residenti units 3, farah  amiyah"
869,"dar manar  madinah, dar  madinah"
870,"waha, waha 4, waha hotel, waha furnished apartments, waha apartments"
871,"golden bujari, golden bujari  dhahran"
872,"rena furnished apartments, rena hotel suites"
873,"hamraa, durrat  hamraa, hamraa"
874,"swiss spirit, swiss spirit  baha hotel, swiss spirit hotel  suites"
875,"rizan, rizan palace"
876,"amadha hotel company (single person company), anwar hotel company (single person company)"
877,"staybridge suites, staybridge suites  khobar, staybridge  khobar"
878,"darat  aroos, paradis darat  aroos"
879,"safwat  beit, safwat  beit  rawdah, safwat  beit  rawdah"
880,"mqa, mqa apartments, mqa, durrat  mqa apartments"
881,"muhaidib speciized abqarinu, muhaidib speciized hotel"
882,"white palace jewel, jewel palace"
883,"jawahir abha, jawahir apartments"
884,"abdulhafiz bin abdullah bin suleiman  humaidan hotel, abdulhafiz abdullah suleiman  humaidan"
885,"musk hotel suites villa, villa musk furnished apartments"
886,"dar mi'ad, mi'ad resort"
887,"happy land chalets, happy land, happy land houses"
888,"umm  qura  asil, makarem umm  qura hotel, umm  qura, umm  qura residences"
889,"jawar  saqifa, jawar  saqifa hospitity management"
890,"sukoon, sukoon jeddah"
891,"tabah towers, tabah diamond towers"
892,"ritz blue, ritz"
893,"boutique hotel, joud boutique hotel"
894,"dar  samou, samou, dar  samou furnished units"
895,"khair, khair, khair hotel"
896,"talin, talin, talin hotel"
897,"radisson blu plaza jeddah, radisson blu corniche jeddah, radisson blu jeddah"
898,"gold inn, gold hotel"
899,"andusia  wasam, andusia"
900,"muhaidb residence, muhaidb"
901,"marjan  madinah golden hotel apartments, marjan  madinah golden hotel, marjan  madinah"
902,"nawazi  khair, nawazi  khair hotels company"
903,"elaf wings, wings"
904,"season star, season hotel, season 2"
905,"makkah hotel, makkah hotel, makkah"
906,"arak ajyad, arak ajyad hotel company"
907,"rund hotel, rund jeddah"
908,"novotel yanbu  bahr, novotel yanbu"
909,"roy  nasr, nasr"
910,"khay, rose  khay"
911,"riyadh, riyadh apartments, riyadh"
912,"ayari  limited company, ayari  limited"
913,"country house, naseem's country house, country"
914,"hittin vip, hittin vip silver"
915,"marina studio 1, marina two studio"
916,"dar  ma'mun apartments, ma'mun plaza"
917,"mezab, mezab  diyafa"
918,"ocean view jeddah, ocean view entertainment"
919,"habib apartments, diyar  habib"
920,"rose najran new apartments, rose najran"
921,"janna  dar, janna"
922,"shams suites, shams apartments, shams, shams, shams apartments"
923,"rawad, rawad pace"
924,"dom apartments, dom, dom hotels"
925,"rotana travel  tourism holidays agency, smart holidays travel  tourism agency"
926,"rose garden, rose garden resort, rose garden hotel"
927,"qasr  tut, tut hotel apartments"
928,"egyptian saudi hotel suites, first egyptian saudi hotel company, saudi egyptian hotel company, egyptian saudi hotel"
929,"talin furnished residential units, talin furnished residential units, talin furnished units, talin furnished residential units (talin company branch)"
